date,equipment_id,equipment_name,site,area,vibration_mm_s,bearing_temp_c,oil_pressure_bar,hours_since_service,defects_flagged,will_fail
2026-04-13,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.48,46.8,5.21,1263,0,0
2026-04-14,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.43,48.1,5.37,1276,1,0
2026-04-15,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.4,48.5,5.34,1284,1,0
2026-04-16,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.28,45.9,5.29,1298,0,0
2026-04-17,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.35,47.3,5.33,1305,0,0
2026-04-18,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.41,46.0,5.34,1312,0,0
2026-04-19,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.34,46.9,5.36,1322,0,0
2026-04-20,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.43,47.3,5.36,1336,0,0
2026-04-21,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.32,47.5,5.27,1349,0,0
2026-04-22,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.44,46.2,5.3,1355,0,0
2026-04-23,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.46,46.7,5.26,1366,0,0
2026-04-24,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.48,48.1,5.35,1378,0,0
2026-04-25,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.23,46.2,5.23,1388,0,0
2026-04-26,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.47,46.1,5.33,1395,0,0
2026-04-27,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.25,47.8,5.36,1401,1,0
2026-04-28,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.34,45.9,5.31,1407,0,0
2026-04-29,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.31,46.6,5.24,1420,0,0
2026-04-30,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.43,46.6,5.3,1430,0,0
2026-05-01,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.37,48.1,5.37,1439,0,0
2026-05-02,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.25,47.1,5.32,1446,0,0
2026-05-03,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.29,47.9,5.38,1457,0,0
2026-05-04,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.35,47.9,5.34,1466,0,0
2026-05-05,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.36,45.9,5.25,1474,0,0
2026-05-06,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.41,47.9,5.39,1483,1,0
2026-05-07,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.21,45.5,5.31,1493,0,0
2026-05-08,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.25,46.6,5.42,1503,0,0
2026-05-09,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.28,46.8,5.35,1517,0,0
2026-05-10,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.4,47.2,5.29,1530,0,0
2026-05-11,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.27,45.8,5.25,1542,0,0
2026-05-12,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.37,46.3,5.31,1551,1,0
2026-05-13,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.38,46.0,5.35,1562,0,0
2026-05-14,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.25,46.0,5.42,1572,0,0
2026-05-15,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.13,46.1,5.28,1580,0,0
2026-05-16,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.4,46.5,5.26,1594,1,0
2026-05-17,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.13,46.8,5.42,1608,0,0
2026-05-18,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.26,47.6,5.41,1620,0,0
2026-05-19,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.37,45.6,5.29,1629,2,0
2026-05-20,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.37,44.9,5.33,1642,1,0
2026-05-21,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.28,46.6,5.25,1649,0,0
2026-05-22,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.33,47.1,5.42,1656,0,0
2026-05-23,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.2,44.5,5.42,1664,0,0
2026-05-24,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.32,47.0,5.41,1676,1,0
2026-05-25,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.13,45.2,5.38,1689,0,0
2026-05-26,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.19,45.2,5.31,1703,0,0
2026-05-27,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.28,47.2,5.41,1710,1,0
2026-05-28,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.29,45.6,5.35,1717,0,0
2026-05-29,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.35,44.5,5.29,1730,0,0
2026-05-30,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.3,45.8,5.43,1739,0,0
2026-05-31,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.27,46.7,5.27,1751,0,0
2026-06-01,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.21,45.6,5.37,1760,0,0
2026-06-02,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.29,47.1,5.28,1767,0,0
2026-06-03,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.04,45.6,5.29,1776,1,0
2026-06-04,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.16,44.6,5.43,1789,0,0
2026-06-05,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.03,44.4,5.47,1799,0,0
2026-06-06,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.22,44.4,5.38,1808,0,0
2026-06-07,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.2,45.4,5.32,1819,0,0
2026-06-08,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.05,45.5,5.44,1825,0,0
2026-06-09,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.31,43.9,5.42,1834,0,0
2026-06-10,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.02,45.3,5.31,1845,0,0
2026-06-11,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.0,44.4,5.34,1857,0,0
2026-06-12,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.12,44.6,5.39,1866,0,0
2026-06-13,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.07,44.5,5.31,1880,0,0
2026-06-14,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.22,45.5,5.34,1893,1,0
2026-06-15,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.05,46.5,5.41,1901,0,0
2026-06-16,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.25,43.8,5.39,1914,0,0
2026-06-17,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.2,44.3,5.37,1926,0,0
2026-06-18,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.07,43.8,5.42,1935,0,0
2026-06-19,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.18,46.1,5.41,1948,0,0
2026-06-20,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.23,45.5,5.33,1959,0,0
2026-06-21,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.08,45.3,5.47,1968,0,0
2026-06-22,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,1.96,44.8,5.41,1974,0,0
2026-06-23,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.22,44.9,5.3,1984,1,0
2026-06-24,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,1.96,45.5,5.35,1990,0,0
2026-06-25,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.22,46.3,5.43,2003,0,0
2026-06-26,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,2.1,43.6,5.38,2011,0,0
2026-06-27,EQ-CRN-03,Gantry Crane #5,Lanjigarh Refinery,Material Handling,1.96,45.8,5.33,2024,0,0
